Date,Open,High,Low,Close,Volume
05/28/2020,0.002576,0.002588,0.00251,0.002514,1170000000
05/27/2020,0.002569,0.002586,0.002557,0.002576,657000000
05/26/2020,0.002583,0.002599,0.002548,0.002568,1050000000
05/22/2020,0.002576,0.002598,0.002512,0.002583,1640000000
05/21/2020,0.002583,0.00261,0.002512,0.002576,1220000000
05/20/2020,0.002674,0.002696,0.002566,0.002583,1810000000
05/19/2020,0.002666,0.002704,0.00262,0.002674,2380000000
05/18/2020,0.002651,0.002905,0.002634,0.002665,5750000000
05/15/2020,0.002634,0.002673,0.002618,0.002652,1130000000
05/14/2020,0.002644,0.00265,0.00261,0.002634,969000000
05/13/2020,0.002647,0.00269,0.002627,0.002644,959000000
05/12/20,0.002624,0.002689,0.002618,0.002647,1330000000
05/11/20,0.002595,0.002662,0.002593,0.002624,1700000000
05/08/20,0.002592,0.002624,0.002581,0.002595,1360000000
05/07/20,0.002592,0.002619,0.002573,0.002592,1410000000
05/06/20,0.002585,0.002605,0.002579,0.002593,653000000
05/05/20,0.002604,0.002607,0.002575,0.002585,597000000
05/04/20,0.002601,0.00262,0.002554,0.002604,1420000000
05/01/20,0.002638,0.002639,0.002572,0.0026,1270000000
04/30/2020,0.002637,0.002661,0.002621,0.002638,735000000
04/29/2020,0.002669,0.002679,0.002629,0.002637,926000000
04/28/2020,0.002681,0.002711,0.002628,0.002667,1260000000
04/27/2020,0.002666,0.002704,0.002652,0.002681,815000000
04/24/2020,0.002657,0.002719,0.002652,0.002666,1710000000
04/23/2020,0.002605,0.00268,0.002594,0.002657,2470000000
04/22/2020,0.002594,0.002628,0.002555,0.002609,2260000000
04/21/2020,0.002599,0.002614,0.002559,0.002595,2160000000
04/20/2020,0.002622,0.00263,0.002573,0.002602,2020000000
04/17/2020,0.002638,0.002654,0.0026,0.002621,1820000000
04/16/2020,0.002599,0.002676,0.002592,0.002638,1880000000
04/15/2020,0.00259,0.002634,0.002575,0.002597,1830000000
04/14/2020,0.002625,0.002633,0.002541,0.00259,4000000000
04/13/2020,0.002634,0.002684,0.002569,0.002625,2360000000
04/09/20,0.002673,0.002682,0.002619,0.002634,1460000000
04/08/20,0.002648,0.002709,0.002635,0.002673,2200000000
04/07/20,0.002697,0.002737,0.002624,0.002649,1600000000
04/06/20,0.002697,0.002733,0.002663,0.002697,1060000000
04/03/20,0.002713,0.002753,0.002675,0.002697,1660000000
04/02/20,0.002631,0.002723,0.002616,0.002713,2110000000
04/01/20,0.00255,0.002655,0.002533,0.00263,1400000000
03/31/2020,0.002643,0.002648,0.002539,0.002549,1500000000
03/30/2020,0.0026,0.002655,0.002583,0.002643,1360000000
03/27/2020,0.002774,0.002799,0.002583,0.002606,2400000000
03/26/2020,0.002792,0.0028,0.002725,0.002774,1690000000
03/25/2020,0.002788,0.002808,0.002766,0.002792,1540000000
03/24/2020,0.002807,0.002815,0.002751,0.002787,1150000000
03/23/2020,0.002793,0.002839,0.002771,0.002807,1410000000
03/20/2020,0.002829,0.002857,0.002783,0.002793,2020000000
03/19/2020,0.00279,0.002868,0.002778,0.002829,2210000000
03/18/2020,0.002783,0.002811,0.00274,0.00279,1840000000
03/17/2020,0.002815,0.002817,0.002743,0.002783,2020000000
03/16/2020,0.002796,0.002835,0.002762,0.002815,2280000000
